,Key,Description,en,ko,origin
0,,,,서울,"{'shortNane':'서울' , 'daumName': '서울', 'dbName': '서울특별시'},"
1,,,,서울,"{'shortNane':'서울' , 'daumName': '서울', 'dbName': '서울특별시'},"
2,,,,서울특별시,"{'shortNane':'서울' , 'daumName': '서울', 'dbName': '서울특별시'},"
3,,,,부산,"{'shortNane':'부산' , 'daumName': '부산', 'dbName': '부산광역시'},"
4,,,,부산,"{'shortNane':'부산' , 'daumName': '부산', 'dbName': '부산광역시'},"
5,,,,부산광역시,"{'shortNane':'부산' , 'daumName': '부산', 'dbName': '부산광역시'},"
6,,,,대구,"{'shortNane':'대구' , 'daumName': '대구', 'dbName': '대구광역시'},"
7,,,,대구,"{'shortNane':'대구' , 'daumName': '대구', 'dbName': '대구광역시'},"
8,,,,대구광역시,"{'shortNane':'대구' , 'daumName': '대구', 'dbName': '대구광역시'},"
9,,,,인천,"{'shortNane':'인천' , 'daumName': '인천', 'dbName': '인천광역시'},"
10,,,,인천,"{'shortNane':'인천' , 'daumName': '인천', 'dbName': '인천광역시'},"
11,,,,인천광역시,"{'shortNane':'인천' , 'daumName': '인천', 'dbName': '인천광역시'},"
12,,,,광주,"{'shortNane':'광주' , 'daumName': '광주', 'dbName': '광주광역시'},"
13,,,,광주,"{'shortNane':'광주' , 'daumName': '광주', 'dbName': '광주광역시'},"
14,,,,광주광역시,"{'shortNane':'광주' , 'daumName': '광주', 'dbName': '광주광역시'},"
15,,,,대전,"{'shortNane':'대전' , 'daumName': '대전', 'dbName': '대전광역시'},"
16,,,,대전,"{'shortNane':'대전' , 'daumName': '대전', 'dbName': '대전광역시'},"
17,,,,대전광역시,"{'shortNane':'대전' , 'daumName': '대전', 'dbName': '대전광역시'},"
18,,,,울산,"{'shortNane':'울산' , 'daumName': '울산', 'dbName': '울산광역시'},"
19,,,,울산,"{'shortNane':'울산' , 'daumName': '울산', 'dbName': '울산광역시'},"
20,,,,울산광역시,"{'shortNane':'울산' , 'daumName': '울산', 'dbName': '울산광역시'},"
21,,,,세종,"{'shortNane':'세종' , 'daumName': '세종특별자치시', 'dbName': '세종특별자치시'},"
22,,,,세종특별자치시,"{'shortNane':'세종' , 'daumName': '세종특별자치시', 'dbName': '세종특별자치시'},"
23,,,,세종특별자치시,"{'shortNane':'세종' , 'daumName': '세종특별자치시', 'dbName': '세종특별자치시'},"
24,,,,경기,"{'shortNane':'경기' , 'daumName': '경기', 'dbName': '경기도'},"
25,,,,경기,"{'shortNane':'경기' , 'daumName': '경기', 'dbName': '경기도'},"
26,,,,경기도,"{'shortNane':'경기' , 'daumName': '경기', 'dbName': '경기도'},"
27,,,,강원,"{'shortNane':'강원' , 'daumName': '강원', 'dbName': '강원도'},"
28,,,,강원,"{'shortNane':'강원' , 'daumName': '강원', 'dbName': '강원도'},"
29,,,,강원도,"{'shortNane':'강원' , 'daumName': '강원', 'dbName': '강원도'},"
30,,,,충북,"{'shortNane':'충북' , 'daumName': '충북', 'dbName': '충청북도'},"
31,,,,충북,"{'shortNane':'충북' , 'daumName': '충북', 'dbName': '충청북도'},"
32,,,,충청북도,"{'shortNane':'충북' , 'daumName': '충북', 'dbName': '충청북도'},"
33,,,,충남,"{'shortNane':'충남' , 'daumName': '충남', 'dbName': '충청남도'},"
34,,,,충남,"{'shortNane':'충남' , 'daumName': '충남', 'dbName': '충청남도'},"
35,,,,충청남도,"{'shortNane':'충남' , 'daumName': '충남', 'dbName': '충청남도'},"
36,,,,전북,"{'shortNane':'전북' , 'daumName': '전북', 'dbName': '전라북도'},"
37,,,,전북,"{'shortNane':'전북' , 'daumName': '전북', 'dbName': '전라북도'},"
38,,,,전라북도,"{'shortNane':'전북' , 'daumName': '전북', 'dbName': '전라북도'},"
39,,,,전남,"{'shortNane':'전남' , 'daumName': '전남', 'dbName': '전라남도'},"
40,,,,전남,"{'shortNane':'전남' , 'daumName': '전남', 'dbName': '전라남도'},"
41,,,,전라남도,"{'shortNane':'전남' , 'daumName': '전남', 'dbName': '전라남도'},"
42,,,,경북,"{'shortNane':'경북' , 'daumName': '경북', 'dbName': '경상북도'},"
43,,,,경북,"{'shortNane':'경북' , 'daumName': '경북', 'dbName': '경상북도'},"
44,,,,경상북도,"{'shortNane':'경북' , 'daumName': '경북', 'dbName': '경상북도'},"
45,,,,경남,"{'shortNane':'경남' , 'daumName': '경남', 'dbName': '경상남도'},"
46,,,,경남,"{'shortNane':'경남' , 'daumName': '경남', 'dbName': '경상남도'},"
47,,,,경상남도,"{'shortNane':'경남' , 'daumName': '경남', 'dbName': '경상남도'},"
48,,,,제주,"{'shortNane':'제주' , 'daumName': '제주특별자치도', 'dbName': '제주특별자치도'},"
49,,,,제주특별자치도,"{'shortNane':'제주' , 'daumName': '제주특별자치도', 'dbName': '제주특별자치도'},"
50,,,,제주특별자치도,"{'shortNane':'제주' , 'daumName': '제주특별자치도', 'dbName': '제주특별자치도'},"
